     -502.667     -502.667
     -488.704     -502.667
     -474.741     -502.667
     -460.778     -502.667
     -446.815     -502.667
     -432.852     -502.667
     -418.889     -502.667
     -404.926     -502.667
     -390.963     -502.667
     -377.000     -502.667
     -363.037     -502.667
     -349.074     -502.667
     -335.111     -502.667
     -321.148     -502.667
     -307.185     -502.667
     -293.222     -502.667
     -279.259     -502.667
     -265.296     -502.667
     -251.333     -502.667
     -237.370     -502.667
     -223.407     -502.667
     -209.444     -502.667
     -195.481     -502.667
     -181.519     -502.667
     -167.556     -502.667
     -153.593     -502.667
     -139.630     -502.667
     -125.667     -502.667
     -111.704     -502.667
     -97.7407     -502.667
     -83.7778     -502.667
     -69.8148     -502.667
     -55.8519     -502.667
     -41.8889     -502.667
     -27.9259     -502.667
     -13.9630     -502.667
      0.00000     -502.667
      13.9630     -502.667
      27.9259     -502.667
      41.8889     -502.667
      55.8519     -502.667
      69.8148     -502.667
      83.7778     -502.667
      97.7407     -502.667
      111.704     -502.667
      125.667     -502.667
      139.630     -502.667
      153.593     -502.667
      167.556     -502.667
      181.519     -502.667
      195.481     -502.667
      209.444     -502.667
      223.407     -502.667
      237.370     -502.667
      251.333     -502.667
      265.296     -502.667
      279.259     -502.667
      293.222     -502.667
      307.185     -502.667
      321.148     -502.667
      335.111     -502.667
      349.074     -502.667
      363.037     -502.667
      377.000     -502.667
      390.963     -502.667
      404.926     -502.667
      418.889     -502.667
      432.852     -502.667
      446.815     -502.667
      460.778     -502.667
      474.741     -502.667
      488.704     -502.667
      502.667     -502.667
     -502.667     -488.704
     -488.704     -488.704
     -474.741     -488.704
     -460.778     -488.704
     -446.815     -488.704
     -432.852     -488.704
     -418.889     -488.704
     -404.926     -488.704
     -390.963     -488.704
     -377.000     -488.704
     -363.037     -488.704
     -349.074     -488.704
     -335.111     -488.704
     -321.148     -488.704
     -307.185     -488.704
     -293.222     -488.704
     -279.259     -488.704
     -265.296     -488.704
     -251.333     -488.704
     -237.370     -488.704
     -223.407     -488.704
     -209.444     -488.704
     -195.481     -488.704
     -181.519     -488.704
     -167.556     -488.704
     -153.593     -488.704
     -139.630     -488.704
     -125.667     -488.704
     -111.704     -488.704
     -97.7407     -488.704
     -83.7778     -488.704
     -69.8148     -488.704
     -55.8519     -488.704
     -41.8889     -488.704
     -27.9259     -488.704
     -13.9630     -488.704
      0.00000     -488.704
      13.9630     -488.704
      27.9259     -488.704
      41.8889     -488.704
      55.8519     -488.704
      69.8148     -488.704
      83.7778     -488.704
      97.7407     -488.704
      111.704     -488.704
